"Sample","Factor1","Factor2","Factor5"
"LNEN108_TU1",-1.95952153205872,-1.4122371673584,-0.488510429859161
"LNEN109_TU",-1.88133943080902,-0.819528520107269,0.703437089920044
"LNEN110_TU",0.929768204689026,-1.11001825332642,-0.43259584903717
"LNEN111_TU2",2.04329013824463,-0.73970764875412,-0.74831211566925
"LNEN112_TU1",-0.29126501083374,1.87221264839172,0.255948483943939
"LNEN113_TU2",-1.15743768215179,0.164806395769119,-0.166198283433914
"LNEN114_TU2",-0.373165935277939,1.59923899173737,-0.671778619289398
"LNEN115_TU1",-0.00532079162076116,2.20178461074829,-0.00815525744110346
"LNEN116_TU1",3.64741444587708,-0.732686460018158,0.054437693208456
"LNEN117_TU1",-1.72017335891724,-0.183585047721863,1.12711787223816
"LNEN118_TU2",-0.0984088331460953,1.83514535427094,0.338951796293259
"LNEN119_TU3",2.40067315101624,-0.429823279380798,1.18558406829834
"LNEN121_TU",0.00376790133304894,2.02913427352905,-0.27993232011795
"LNEN122_TU",1.95813727378845,-0.202061355113983,-0.140488475561142
"LNEN123_TU",-1.65836179256439,-0.477749556303024,0.0576456338167191
"LNEN125_TU",2.72065377235413,-0.410426914691925,0.652736902236938
"LNEN126_TU",3.00488615036011,-0.783772945404053,1.74312782287598
"LNEN127_TU",-0.151891529560089,2.57810497283936,1.0100382566452
"LNEN128_TU",-0.206046044826508,1.95973980426788,0.181284934282303
"LNEN129_TU",-0.382092326879501,2.10167050361633,-0.000844480353407562
"LNEN130_TU",2.87581205368042,-0.760505378246307,1.37563490867615
"LNEN131_TU",2.43402123451233,-0.650955140590668,0.477228105068207
"LNEN132_TU",2.54680728912354,-0.503290474414825,0.332129567861557
"LNEN133_TU",3.38550758361816,-0.693394124507904,0.071539118885994
"LNEN134_TU",-0.711548924446106,-0.982472062110901,-1.06393349170685
"LNEN135_TU",-2.00233817100525,-1.41464233398438,-0.00052391568897292
"LNEN136_TU",-2.36926198005676,-0.780062675476074,1.66573774814606
"LNEN137_TU",-0.1445691883564,1.7212073802948,-0.150586411356926
"LNEN139_TU",-1.8643571138382,-1.40762710571289,0.280458867549896
"LNEN140_TU",-2.19495272636414,-1.44476103782654,0.237553045153618
"LNEN142_TU",3.2373218536377,-0.751149952411652,0.795749068260193
"LNEN143_TU",-2.04696559906006,-0.984790623188019,1.15289211273193
"LNEN145_TU",0.108916722238064,1.9616025686264,0.233079984784126
"LNEN146_TU",-1.70179641246796,-1.41741728782654,-0.445943295955658
"LNEN147_TU",-1.94927680492401,-1.60421621799469,-0.0562635287642479
"LNEN148_TU",-2.06106448173523,-1.35675656795502,0.547593891620636
"LNEN151_TU3",0.0664488300681114,1.61807286739349,-0.564180076122284
"LNEN152_TU",-0.0976778194308281,1.38195300102234,-0.84953510761261
"LNEN153_TU6",2.78247833251953,-0.658033192157745,0.242946743965149
"LNEN154_TU3",-0.184801340103149,1.62819278240204,-0.487211674451828
"LNEN155_TU7",-0.068247102200985,2.20750451087952,0.248311400413513
"LNEN156_TU",-1.59818005561829,-0.783454835414886,-0.357857435941696
"LNEN157_TU2",-2.19930958747864,-0.52044016122818,0.747616946697235
"LNEN158_TU",2.92872762680054,-0.837266504764557,1.13160967826843
"LNEN159_TU2",3.05335974693298,-0.912633895874023,1.29190981388092
"LNEN161_TU",-0.227476567029953,1.57758188247681,0.266079485416412
"LNEN162_TU",-1.78698194026947,-0.74086457490921,0.405686944723129
"LNEN163_TU",-0.182795852422714,1.51843070983887,-0.310704976320267
"LNEN164_TU2",2.94600749015808,-0.888542532920837,1.00030899047852
"LNEN165_TU2",-0.313973128795624,2.05482459068298,0.385493904352188
"LNEN166_TU2",-0.368091285228729,1.81158721446991,-0.318093091249466
